source_crop_id,source_split,source_image_id,source_image_path,annotation_id,label,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,crop_width,crop_height,padding,source_crop_path
DJI_20250911105247_0276_V__1373,test,DJI_20250911105247_0276_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105247_0276_V.jpg,1373,isoladores,2714.0,1019.0,37.0,201.0,7437.0,165,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105247_0276_V__1373__isoladores.png
DJI_20250911105247_0276_V__1374,test,DJI_20250911105247_0276_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105247_0276_V.jpg,1374,isoladores,3003.6,883.0,43.4,202.3,8779.82,172,331,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105247_0276_V__1374__isoladores.png
DJI_20250911105247_0276_V__1375,test,DJI_20250911105247_0276_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105247_0276_V.jpg,1375,isoladores,2383.0,1115.0,38.0,205.4,7805.2,166,334,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105247_0276_V__1375__isoladores.png
DJI_20250911105247_0277_V__1376,test,DJI_20250911105247_0277_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105247_0277_V.jpg,1376,isoladores,2381.39,1115.36,37.0,202.84,7505.08,166,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105247_0277_V__1376__isoladores.png
DJI_20250911105247_0277_V__1377,test,DJI_20250911105247_0277_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105247_0277_V.jpg,1377,isoladores,3008.5,889.0,40.5,197.21,7987.01,169,326,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105247_0277_V__1377__isoladores.png
DJI_20250911105247_0277_V__1380,test,DJI_20250911105247_0277_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105247_0277_V.jpg,1380,isoladores,2714.0,1011.0,39.0,211.9,8264.1,167,340,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105247_0277_V__1380__isoladores.png
DJI_20250911105248_0278_V__1381,test,DJI_20250911105248_0278_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105248_0278_V.jpg,1381,isoladores,3012.5,890.0,42.72,198.0,8458.56,172,326,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105248_0278_V__1381__isoladores.png
DJI_20250911105248_0278_V__1382,test,DJI_20250911105248_0278_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105248_0278_V.jpg,1382,isoladores,2382.0,1114.0,36.0,201.5,7254.0,164,330,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105248_0278_V__1382__isoladores.png
DJI_20250911105248_0278_V__1385,test,DJI_20250911105248_0278_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105248_0278_V.jpg,1385,isoladores,2714.0,1015.0,39.0,206.7,8061.3,167,335,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105248_0278_V__1385__isoladores.png
DJI_20250911105249_0279_V__1386,test,DJI_20250911105249_0279_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105249_0279_V.jpg,1386,isoladores,2380.0,1112.0,39.0,201.8,7870.2,167,330,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105249_0279_V__1386__isoladores.png
DJI_20250911105249_0279_V__1387,test,DJI_20250911105249_0279_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105249_0279_V.jpg,1387,isoladores,2713.75,1013.51,40.0,204.0,8160.0,169,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105249_0279_V__1387__isoladores.png
DJI_20250911105249_0279_V__1388,test,DJI_20250911105249_0279_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105249_0279_V.jpg,1388,isoladores,3018.28,892.0,41.92,201.0,8425.92,171,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105249_0279_V__1388__isoladores.png
DJI_20250911105249_0280_V__1391,test,DJI_20250911105249_0280_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105249_0280_V.jpg,1391,isoladores,2378.0,1100.0,38.0,208.9,7938.2,166,337,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105249_0280_V__1391__isoladores.png
DJI_20250911105249_0280_V__1392,test,DJI_20250911105249_0280_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105249_0280_V.jpg,1392,isoladores,3021.0,888.0,42.5,205.3,8725.25,171,334,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105249_0280_V__1392__isoladores.png
DJI_20250911105249_0280_V__1395,test,DJI_20250911105249_0280_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105249_0280_V.jpg,1395,isoladores,2716.0,1016.0,39.0,203.4,7932.6,167,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105249_0280_V__1395__isoladores.png
DJI_20250911105250_0281_V__1396,test,DJI_20250911105250_0281_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105250_0281_V.jpg,1396,isoladores,3026.2,892.0,42.8,202.9,8684.12,171,331,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105250_0281_V__1396__isoladores.png
DJI_20250911105250_0281_V__1397,test,DJI_20250911105250_0281_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105250_0281_V.jpg,1397,isoladores,2718.0,1021.0,36.0,196.7,7081.2,164,325,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105250_0281_V__1397__isoladores.png
DJI_20250911105250_0281_V__1399,test,DJI_20250911105250_0281_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105250_0281_V.jpg,1399,isoladores,2377.0,1103.6,38.0,203.6,7736.8,166,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105250_0281_V__1399__isoladores.png
DJI_20250911105251_0282_V__1401,test,DJI_20250911105251_0282_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105251_0282_V.jpg,1401,isoladores,2720.0,1013.0,36.0,208.0,7488.0,164,336,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105251_0282_V__1401__isoladores.png
DJI_20250911105251_0282_V__1403,test,DJI_20250911105251_0282_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105251_0282_V.jpg,1403,isoladores,2375.18,1097.92,39.0,207.0,8073.0,168,336,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105251_0282_V__1403__isoladores.png
DJI_20250911105251_0282_V__1404,test,DJI_20250911105251_0282_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105251_0282_V.jpg,1404,isoladores,3029.5,898.4,41.8,200.2,8368.36,171,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105251_0282_V__1404__isoladores.png
DJI_20250911105252_0283_V__1406,test,DJI_20250911105252_0283_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105252_0283_V.jpg,1406,isoladores,2721.0,1016.0,36.0,203.4,7322.4,164,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105252_0283_V__1406__isoladores.png
DJI_20250911105252_0283_V__1409,test,DJI_20250911105252_0283_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105252_0283_V.jpg,1409,isoladores,3030.2,895.0,42.13,205.0,8636.65,171,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105252_0283_V__1409__isoladores.png
DJI_20250911105252_0283_V__1410,test,DJI_20250911105252_0283_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105252_0283_V.jpg,1410,isoladores,2376.75,1097.24,37.0,206.0,7622.0,166,335,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105252_0283_V__1410__isoladores.png
DJI_20250911105252_0284_V__1412,test,DJI_20250911105252_0284_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105252_0284_V.jpg,1412,isoladores,2370.0,1091.0,39.0,209.6,8174.4,167,338,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105252_0284_V__1412__isoladores.png
DJI_20250911105252_0284_V__1413,test,DJI_20250911105252_0284_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105252_0284_V.jpg,1413,isoladores,2719.8,1015.0,35.1,204.0,7160.4,164,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105252_0284_V__1413__isoladores.png
DJI_20250911105252_0284_V__1415,test,DJI_20250911105252_0284_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105252_0284_V.jpg,1415,isoladores,3033.1,904.51,44.34,197.69,8765.57,173,327,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105252_0284_V__1415__isoladores.png
DJI_20250911105253_0285_V__1416,test,DJI_20250911105253_0285_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105253_0285_V.jpg,1416,isoladores,3034.81,902.0,42.0,203.5,8547.0,171,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105253_0285_V__1416__isoladores.png
DJI_20250911105253_0285_V__1419,test,DJI_20250911105253_0285_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105253_0285_V.jpg,1419,isoladores,2717.87,1017.04,38.0,206.0,7828.0,167,335,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105253_0285_V__1419__isoladores.png
DJI_20250911105253_0285_V__1420,test,DJI_20250911105253_0285_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105253_0285_V.jpg,1420,isoladores,2368.58,1094.0,40.0,204.9,8196.0,169,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105253_0285_V__1420__isoladores.png
DJI_20250911105254_0286_V__1421,test,DJI_20250911105254_0286_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105254_0286_V.jpg,1421,isoladores,3040.0,909.7,41.3,200.91,8297.58,170,330,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105254_0286_V__1421__isoladores.png
DJI_20250911105254_0286_V__1424,test,DJI_20250911105254_0286_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105254_0286_V.jpg,1424,isoladores,2722.0,1019.0,36.0,206.7,7441.2,164,335,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105254_0286_V__1424__isoladores.png
DJI_20250911105254_0286_V__1425,test,DJI_20250911105254_0286_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105254_0286_V.jpg,1425,isoladores,2369.0,1093.0,40.0,207.9,8316.0,168,336,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105254_0286_V__1425__isoladores.png
DJI_20250911105254_0287_V__1428,test,DJI_20250911105254_0287_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105254_0287_V.jpg,1428,isoladores,2372.0,1094.0,37.0,206.6,7644.2,165,335,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105254_0287_V__1428__isoladores.png
DJI_20250911105254_0287_V__1429,test,DJI_20250911105254_0287_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105254_0287_V.jpg,1429,isoladores,3045.2,912.2,45.26,201.6,9124.42,174,330,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105254_0287_V__1429__isoladores.png
DJI_20250911105254_0287_V__1430,test,DJI_20250911105254_0287_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105254_0287_V.jpg,1430,isoladores,2726.0,1021.0,36.0,203.2,7315.2,164,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105254_0287_V__1430__isoladores.png
DJI_20250911105255_0288_V__1431,test,DJI_20250911105255_0288_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105255_0288_V.jpg,1431,isoladores,2373.0,1089.0,36.0,207.5,7470.0,164,336,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105255_0288_V__1431__isoladores.png
DJI_20250911105255_0288_V__1432,test,DJI_20250911105255_0288_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105255_0288_V.jpg,1432,isoladores,3048.3,914.26,44.99,204.14,9184.26,174,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105255_0288_V__1432__isoladores.png
DJI_20250911105255_0288_V__1435,test,DJI_20250911105255_0288_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105255_0288_V.jpg,1435,isoladores,2729.0,1020.0,34.6,204.0,7058.4,163,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105255_0288_V__1435__isoladores.png
DJI_20250911105256_0289_V__1437,test,DJI_20250911105256_0289_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105256_0289_V.jpg,1437,isoladores,3052.4,914.0,42.2,202.6,8549.72,171,331,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105256_0289_V__1437__isoladores.png
DJI_20250911105256_0289_V__1438,test,DJI_20250911105256_0289_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105256_0289_V.jpg,1438,isoladores,2371.0,1088.0,38.0,204.8,7782.4,166,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105256_0289_V__1438__isoladores.png
DJI_20250911105256_0289_V__1440,test,DJI_20250911105256_0289_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105256_0289_V.jpg,1440,isoladores,2729.0,1022.0,36.0,201.0,7236.0,164,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105256_0289_V__1440__isoladores.png
DJI_20250911105256_0290_V__1441,test,DJI_20250911105256_0290_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105256_0290_V.jpg,1441,isoladores,2729.0,1013.0,35.0,209.8,7343.0,163,338,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105256_0290_V__1441__isoladores.png
DJI_20250911105256_0290_V__1442,test,DJI_20250911105256_0290_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105256_0290_V.jpg,1442,isoladores,3054.9,917.4,42.82,200.4,8581.13,172,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105256_0290_V__1442__isoladores.png
DJI_20250911105256_0290_V__1445,test,DJI_20250911105256_0290_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105256_0290_V.jpg,1445,isoladores,2371.0,1088.0,38.0,202.9,7710.2,166,331,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105256_0290_V__1445__isoladores.png
DJI_20250911105257_0291_V__1448,test,DJI_20250911105257_0291_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105257_0291_V.jpg,1448,isoladores,2731.0,1017.0,35.0,207.7,7269.5,163,336,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105257_0291_V__1448__isoladores.png
DJI_20250911105257_0291_V__1449,test,DJI_20250911105257_0291_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105257_0291_V.jpg,1449,isoladores,2369.07,1080.94,39.0,207.06,8075.34,168,336,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105257_0291_V__1449__isoladores.png
DJI_20250911105257_0291_V__1450,test,DJI_20250911105257_0291_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105257_0291_V.jpg,1450,isoladores,3057.8,916.5,45.1,206.09,9294.66,174,335,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105257_0291_V__1450__isoladores.png
DJI_20250911105258_0292_V__1452,test,DJI_20250911105258_0292_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105258_0292_V.jpg,1452,isoladores,2730.0,1017.0,36.0,203.0,7308.0,164,331,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105258_0292_V__1452__isoladores.png
DJI_20250911105258_0292_V__1454,test,DJI_20250911105258_0292_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105258_0292_V.jpg,1454,isoladores,3062.0,921.0,42.0,200.1,8404.2,170,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105258_0292_V__1454__isoladores.png
DJI_20250911105258_0292_V__1455,test,DJI_20250911105258_0292_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105258_0292_V.jpg,1455,isoladores,2368.0,1082.0,41.0,203.3,8335.3,169,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105258_0292_V__1455__isoladores.png
DJI_20250911105259_0293_V__1456,test,DJI_20250911105259_0293_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105259_0293_V.jpg,1456,isoladores,2370.0,1081.0,39.0,203.0,7917.0,167,331,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105259_0293_V__1456__isoladores.png
DJI_20250911105259_0293_V__1457,test,DJI_20250911105259_0293_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105259_0293_V.jpg,1457,isoladores,3064.8,922.0,45.2,204.5,9243.4,174,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105259_0293_V__1457__isoladores.png
DJI_20250911105259_0293_V__1459,test,DJI_20250911105259_0293_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105259_0293_V.jpg,1459,isoladores,2733.0,1017.0,35.0,209.0,7315.0,163,337,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105259_0293_V__1459__isoladores.png
DJI_20250911105259_0294_V__1461,test,DJI_20250911105259_0294_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105259_0294_V.jpg,1461,isoladores,2736.0,1021.0,36.0,211.0,7596.0,164,339,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105259_0294_V__1461__isoladores.png
DJI_20250911105259_0294_V__1462,test,DJI_20250911105259_0294_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105259_0294_V.jpg,1462,isoladores,3069.1,929.0,45.8,200.7,9192.06,174,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105259_0294_V__1462__isoladores.png
DJI_20250911105259_0294_V__1463,test,DJI_20250911105259_0294_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105259_0294_V.jpg,1463,isoladores,2371.0,1078.0,38.0,204.3,7763.4,166,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105259_0294_V__1463__isoladores.png
DJI_20250911105300_0295_V__1466,test,DJI_20250911105300_0295_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105300_0295_V.jpg,1466,isoladores,2737.0,1018.0,38.0,216.0,8208.0,166,344,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105300_0295_V__1466__isoladores.png
DJI_20250911105300_0295_V__1469,test,DJI_20250911105300_0295_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105300_0295_V.jpg,1469,isoladores,3075.2,929.0,45.8,204.5,9366.1,174,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105300_0295_V__1469__isoladores.png
DJI_20250911105300_0295_V__1470,test,DJI_20250911105300_0295_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105300_0295_V.jpg,1470,isoladores,2372.0,1080.0,39.2,200.4,7855.68,168,329,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105300_0295_V__1470__isoladores.png
DJI_20250911105301_0296_V__1471,test,DJI_20250911105301_0296_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105301_0296_V.jpg,1471,isoladores,2374.2,1068.2,40.61,210.21,8536.63,169,339,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105301_0296_V__1471__isoladores.png
DJI_20250911105301_0296_V__1472,test,DJI_20250911105301_0296_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105301_0296_V.jpg,1472,isoladores,3078.7,928.0,45.68,203.1,9277.61,175,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105301_0296_V__1472__isoladores.png
DJI_20250911105301_0296_V__1475,test,DJI_20250911105301_0296_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105301_0296_V.jpg,1475,isoladores,2738.0,1018.0,42.0,204.0,8568.0,170,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105301_0296_V__1475__isoladores.png
DJI_20250911105301_0297_V__1477,test,DJI_20250911105301_0297_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105301_0297_V.jpg,1477,isoladores,2373.0,1068.0,37.0,206.0,7622.0,165,334,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105301_0297_V__1477__isoladores.png
DJI_20250911105301_0297_V__1478,test,DJI_20250911105301_0297_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105301_0297_V.jpg,1478,isoladores,2738.0,1017.0,44.0,204.0,8976.0,172,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105301_0297_V__1478__isoladores.png
DJI_20250911105301_0297_V__1479,test,DJI_20250911105301_0297_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105301_0297_V.jpg,1479,isoladores,3083.65,932.04,44.4,203.0,9013.2,174,332,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105301_0297_V__1479__isoladores.png
DJI_20250911105302_0298_V__1481,test,DJI_20250911105302_0298_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105302_0298_V.jpg,1481,isoladores,2372.82,1065.61,38.0,206.0,7828.0,167,335,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105302_0298_V__1481__isoladores.png
DJI_20250911105302_0298_V__1482,test,DJI_20250911105302_0298_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105302_0298_V.jpg,1482,isoladores,3084.71,933.0,45.6,202.6,9238.56,175,331,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105302_0298_V__1482__isoladores.png
DJI_20250911105302_0298_V__1485,test,DJI_20250911105302_0298_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105302_0298_V.jpg,1485,isoladores,2738.0,1015.0,45.0,205.0,9225.0,173,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105302_0298_V__1485__isoladores.png
DJI_20250911105303_0299_V__1487,test,DJI_20250911105303_0299_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105303_0299_V.jpg,1487,isoladores,2738.0,1017.0,48.0,206.0,9888.0,176,334,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105303_0299_V__1487__isoladores.png
DJI_20250911105303_0299_V__1488,test,DJI_20250911105303_0299_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105303_0299_V.jpg,1488,isoladores,3089.1,934.0,46.9,204.5,9591.05,175,333,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105303_0299_V__1488__isoladores.png
DJI_20250911105303_0299_V__1489,test,DJI_20250911105303_0299_V,data/raw/tower_vision/v2026-04-16/extracted/imagens_torres_300/images/default/DJI_20250911105303_0299_V.jpg,1489,isoladores,2375.0,1062.0,40.8,205.5,8384.4,169,334,64,data/synthetic/tower_vision/v2026-04-16/anomaly_controlled_v1/source_crops/test/DJI_20250911105303_0299_V__1489__isoladores.png
